"CustomerID","monetary","frequency","cycle","recency"
12427,582.37,4,116.66666666666667,22.0
12428,6366.0,11,25.8,26.0
12429,3388.4,4,118.66666666666667,10.0
12430,216.4,1,,44.0
12431,6311.39,17,21.125,36.0
12432,4359.32,4,43.333333333333336,43.0
12433,13375.87,7,62.166666666666664,1.0
12434,792.94,2,176.0,85.0
12435,7829.89,2,188.0,80.0
12436,429.01000000000005,1,,100.0
12437,4392.66,19,18.333333333333332,2.0
12438,2466.85,2,126.0,15.0
12441,155.55,1,,367.0
12442,144.06,1,,4.0
12444,4085.46,5,37.5,22.0
12445,77.4,1,,23.0
12446,1002.3100000000001,1,,58.0
12447,431.49,1,,244.0
12448,365.45,1,,45.0
12449,3596.29,4,55.0,23.0
12450,197.88,2,17.0,157.0
12451,8893.52,5,78.5,11.0
12452,348.57,1,,17.0
12453,707.09,1,,135.0
12455,2339.86,5,55.75,74.0
12456,2553.89,4,70.0,45.0
12457,1597.78,11,18.1,59.0
12458,787.4,2,213.0,72.0
12461,626.88,1,,155.0
12462,872.01,4,100.33333333333333,3.0
12463,1175.58,5,47.0,54.0
12464,957.05,8,42.714285714285715,11.0
12465,673.89,3,81.0,8.0
12468,652.0400000000001,3,86.5,144.0
12471,16374.97,45,8.409090909090908,3.0
12472,5800.33,13,28.583333333333332,31.0
12473,2555.77,4,46.0,54.0
12474,6528.97,27,13.5,18.0
12475,669.38,1,,54.0
12476,5641.03,17,19.4375,2.0
12477,13117.86,9,36.125,23.0
12478,545.99,1,,4.0
12479,423.3,2,7.0,5.0
12480,2885.63,4,102.66666666666667,29.0
12481,5014.86,11,34.3,23.0
12483,1873.13,11,32.2,18.0
12484,3907.27,6,60.2,36.0
12488,1244.66,3,33.0,10.0
12489,298.93,1,,337.0
12490,4859.93,10,36.0,6.0
12491,424.40000000000003,1,,39.0
12492,227.21,2,42.0,64.0
12493,362.79,2,32.0,166.0
12494,995.35,10,39.55555555555556,10.0
12497,953.1,1,,82.0
12498,349.70000000000005,3,18.0,22.0
12500,4026.27,12,28.181818181818183,24.0
12501,1945.68,2,21.0,316.0
12502,2995.87,5,53.5,96.0
12504,60.0,1,,31.0
12506,73.5,1,,233.0
12507,1006.06,4,54.666666666666664,135.0
12508,398.27,2,3.0,27.0
12509,158.5,1,,285.0
12510,814.5699999999999,2,183.0,143.0
12512,138.03,2,0.0,67.0
12513,532.79,1,,113.0
12514,1017.68,1,,268.0
12515,278.7,1,,354.0
12516,1186.06,2,103.0,78.0
12517,2284.89,5,40.5,29.0
12518,1840.89,5,27.5,1.0
12519,286.84,1,,64.0
12520,2294.51,6,38.8,80.0
12521,545.68,1,,143.0
12522,156.72,2,12.0,40.0
12523,1655.57,12,30.0,2.0
12524,3945.72,8,46.285714285714285,10.0
12526,1172.66,3,47.0,1.0
12527,330.71000000000004,3,122.0,82.0
12528,1634.28,8,43.285714285714285,10.0
12530,1461.63,5,69.25,60.0
12531,125.22,1,,15.0
12532,313.83000000000004,1,,31.0
12534,981.18,1,,131.0
12535,716.35,2,95.0,92.0
12536,4151.26,2,52.0,8.0
12538,363.95,1,,30.0
12539,5568.35,4,103.66666666666667,23.0
12540,11501.789999999999,19,19.0,20.0
12541,841.18,3,125.5,30.0
12544,299.7,2,7.0,30.0
12545,832.39,2,184.0,76.0
12546,1001.5,2,31.0,47.0
12547,151.79999999999998,2,83.0,198.0
12548,67.19999999999999,1,,167.0
12550,824.83,1,,80.0
12551,168.0,1,,358.0
12552,317.82,1,,40.0
12553,3238.25,13,26.75,9.0
12556,603.71,2,101.0,51.0
12557,11990.960000000001,5,88.75,17.0
12559,500.21000000000004,2,9.0,311.0
12560,1895.47,3,69.0,6.0
12561,238.85,1,,303.0
12562,3385.7400000000002,7,31.666666666666668,9.0
12564,402.9,1,,262.0
12565,131.17,2,7.0,282.0
12566,292.7,2,14.0,73.0
12567,8322.94,11,34.7,23.0
12569,3128.9900000000002,33,7.8125,3.0
12571,519.61,2,82.0,40.0
12572,896.72,3,21.5,9.0
12573,160.54,1,,228.0
12574,182.45000000000002,1,,316.0
12576,1306.98,6,53.8,36.0
12577,591.45,3,162.0,36.0
12578,2372.61,4,105.66666666666667,22.0
12579,374.71999999999997,1,,79.0
12580,379.7,1,,247.0
12581,179.71,1,,40.0
12582,351.36,2,50.0,239.0
12583,6629.34,16,24.733333333333334,3.0
12584,1809.95,16,18.466666666666665,4.0
12585,1766.81,4,39.0,235.0
12586,196.94000000000003,1,,18.0
12587,104.0,1,,8.0
12588,174.89999999999998,1,,40.0
12589,574.68,2,116.0,29.0
12590,9338.38,2,21.0,191.0
12591,368.85,1,,318.0
12592,401.6,2,121.0,93.0
12593,382.09999999999997,3,55.0,109.0
12594,3208.2200000000003,9,35.625,38.0
12596,450.27,2,191.0,52.0
12597,3067.13,5,62.25,20.0
12598,2786.68,8,39.285714285714285,10.0
12599,888.58,7,45.833333333333336,30.0
12600,2311.04,10,38.111111111111114,29.0
12601,479.56,6,28.6,190.0
12602,153.12,1,,59.0
12603,613.1999999999999,1,,22.0
12604,236.18,2,182.0,80.0
12609,964.85,3,120.0,79.0
12610,1705.99,6,20.8,23.0
12611,1193.32,1,,53.0
12612,607.59,2,17.0,58.0
12613,2966.98,5,57.75,32.0
12614,315.6,1,,278.0
12615,2093.19,4,55.333333333333336,3.0
12616,585.25,5,53.0,86.0
12617,355.53,1,,30.0
12618,137.31,1,,22.0
12619,2908.81,11,23.7,17.0
12620,1303.41,3,95.0,15.0
12621,12334.07,23,16.545454545454547,2.0
12622,162.1,1,,233.0
12623,269.1,1,,277.0
12624,569.13,2,71.0,107.0
12625,2367.42,3,54.0,212.0
12626,5722.35,13,25.25,24.0
12627,4082.53,6,26.0,11.0
12628,715.61,4,20.0,5.0
12630,1030.88,2,34.0,10.0
12631,480.5,1,,58.0
12633,1906.63,5,57.25,59.0
12635,1509.18,2,65.0,90.0
12637,5809.25,9,32.0,68.0
12638,511.69,1,,34.0
12639,366.1,1,,239.0
12640,994.58,3,29.0,24.0
12641,145.9,1,,116.0
12642,905.26,3,41.0,26.0
12643,3041.64,6,40.8,129.0
12644,477.91,1,,130.0
12645,1611.38,4,94.33333333333333,34.0
12646,1346.97,2,45.0,5.0
12647,3093.92,13,28.916666666666668,23.0
12648,300.05,1,,155.0
12649,569.51,3,52.5,108.0
12650,242.44000000000003,1,,4.0
12651,114.0,1,,335.0
12652,788.53,2,9.0,323.0
12653,2209.85,2,148.0,149.0
12654,529.98,5,71.25,11.0
12656,3550.72,8,32.142857142857146,18.0
12657,1008.0600000000001,5,16.75,12.0
12658,632.05,1,,19.0
12659,73.68,1,,30.0
12660,227.1,1,,12.0
12662,3511.08,11,37.3,1.0
12664,4391.88,9,39.25,9.0
12665,43.75,2,7.0,325.0
12667,460.13,1,,59.0
12668,3113.18,5,87.0,8.0
12669,1427.73,2,106.0,151.0
12670,2734.15,6,44.4,11.0
12672,225.9,1,,330.0
12673,574.52,2,321.0,6.0
12674,1793.31,7,32.666666666666664,12.0
12676,1091.39,6,57.4,25.0
12678,16291.26,10,34.55555555555556,43.0
12679,908.47,8,33.0,53.0
12680,790.81,4,37.666666666666664,1.0
12681,12309.59,26,14.12,15.0
12682,11028.22,31,12.266666666666667,4.0
12683,7371.94,19,20.055555555555557,5.0
12684,2073.63,6,41.2,8.0
12685,2575.08,6,13.0,29.0
12686,71.14,1,,372.0
12688,4873.81,1,,114.0
12689,1139.61,2,102.0,26.0
12690,335.01,1,,206.0
12691,927.8,5,82.25,29.0
12693,686.96,6,39.8,121.0
12694,761.67,2,113.0,71.0
12695,582.1,4,67.66666666666667,8.0
12697,739.02,5,37.0,22.0
12700,4525.99,4,69.33333333333333,8.0
12701,725.71,2,163.0,80.0
12702,201.0,1,,20.0
12703,256.7,2,7.0,65.0
12704,1740.84,8,23.142857142857142,8.0
12705,6328.24,13,28.5,16.0
12707,603.42,1,,292.0
12708,2346.32,16,22.6,30.0
12709,9074.93,25,14.625,16.0
12710,1004.57,4,35.0,97.0
12712,3804.38,15,24.5,29.0
12713,794.55,1,,1.0
12714,4294.86,5,71.25,10.0
12715,273.86,1,,107.0
12716,963.49,2,130.0,4.0
12717,830.98,2,94.0,152.0
12718,202.25,1,,72.0
12719,536.1,3,30.0,6.0
12720,5065.28,28,13.592592592592593,3.0
12721,2362.33,7,55.666666666666664,32.0
12722,886.33,6,13.0,86.0
12723,707.07,5,15.5,4.0
12724,923.41,4,109.0,6.0
12725,371.8,1,,372.0
12726,2411.1,7,54.833333333333336,29.0
12727,3425.7,7,51.666666666666664,11.0
12728,728.33,4,87.0,72.0
12729,417.01,1,,114.0
12731,18660.41,14,26.23076923076923,24.0
12732,218.26000000000002,1,,180.0
12733,383.95,1,,235.0
12734,110.39999999999999,1,,353.0
12735,689.5699999999999,2,22.0,316.0
12736,144.0,1,,333.0
12738,137.35,1,,373.0
12739,975.54,1,,100.0
12740,427.6,1,,64.0
12743,546.43,2,0.0,135.0
12744,9120.39,4,87.33333333333333,57.0
12747,4196.01,11,36.7,3.0
12748,30535.59,214,1.7511737089201878,1.0
12749,3818.2,8,30.0,4.0
12750,275.88,1,,129.0
12752,4366.78,1,,82.0
12753,21024.01,11,35.9,4.0
12754,3010.74,3,36.5,236.0
12755,2220.75,3,58.0,250.0
12756,112.08,1,,87.0
12757,4184.2,9,24.5,16.0
12758,2791.59,2,160.0,117.0
12759,1411.44,3,111.5,53.0
12762,1702.52,2,18.0,8.0
12763,494.08,2,231.0,139.0
12764,1693.88,1,,317.0
12766,6457.63,7,60.5,4.0
12769,1143.6,1,,239.0
12770,1351.45,1,,211.0
12772,752.47,1,,60.0
12775,1246.24,5,73.5,18.0
12778,693.23,6,58.6,20.0
12779,3868.7,12,31.818181818181817,22.0
12781,707.48,4,87.66666666666667,22.0
12782,1881.3200000000002,6,70.6,5.0
12783,1295.8700000000001,4,24.333333333333332,3.0
12784,518.42,1,,16.0
12785,249.71,2,362.0,3.0
12787,418.66,3,91.5,10.0
12789,76.85,1,,66.0
12790,294.92,1,,193.0
12791,177.60000000000002,1,,374.0
12792,344.53999999999996,1,,257.0
12793,461.48,2,37.0,335.0
12794,860.41,2,45.0,54.0
12795,318.48,1,,19.0
12797,166.18,1,,366.0
12798,6977.04,3,80.0,11.0
12802,382.58,1,,187.0
12808,455.65000000000003,3,166.0,37.0
12809,400.36,2,9.0,169.0
12811,458.85,2,23.0,262.0
12812,229.64000000000001,1,,45.0
12814,85.92,1,,102.0
12815,863.46,2,51.0,148.0
12816,452.20000000000005,2,81.0,96.0
12817,126.03999999999999,1,,282.0
12818,1157.88,2,83.0,179.0
12820,942.34,4,107.66666666666667,4.0
12821,92.72,1,,215.0
12822,918.98,2,17.0,71.0
12823,1759.5,5,55.5,75.0
12824,397.12,1,,60.0
12826,1468.1200000000001,8,51.857142857142854,3.0
12827,430.15000000000003,3,19.5,6.0
12828,1018.71,6,25.6,3.0
12829,253.05,3,19.0,323.0
12830,6814.64,6,26.8,38.0
12831,215.04999999999998,1,,263.0
12832,383.03,2,66.0,33.0
12833,417.38,1,,146.0
12834,312.38,1,,283.0
12836,2612.86,4,84.0,60.0
12837,134.1,1,,174.0
12838,683.13,2,340.0,34.0
12839,5588.12,15,26.071428571428573,3.0
12840,2714.27,6,16.6,144.0
12841,3879.35,26,14.68,5.0
12842,1118.99,2,238.0,71.0
12843,1680.76,9,24.875,66.0
12844,325.96000000000004,2,101.0,30.0
12845,354.09,4,7.666666666666667,268.0
12847,871.54,1,,23.0
12849,1033.25,2,237.0,32.0
12851,135.18,1,,97.0
12852,299.75,2,4.0,291.0
12853,1881.7,8,25.857142857142858,135.0
12854,1303.85,5,60.0,79.0
12855,38.1,1,,373.0
12856,2162.68,8,8.0,8.0
12857,1106.4,2,92.0,211.0
12863,504.2,2,147.0,53.0
12864,147.12,1,,139.0
12865,1568.23,2,97.0,27.0
12866,499.12,1,,284.0
12867,3990.47,10,37.111111111111114,27.0
12868,1607.0600000000002,6,37.6,186.0
12871,380.64,2,123.0,85.0
12872,599.97,2,39.0,327.0
12873,374.0,1,,283.0
12875,343.2300000000001,2,219.0,144.0
12876,2053.02,2,139.0,58.0
12877,1535.77,12,32.27272727272727,4.0
12878,841.64,3,124.0,19.0
12879,552.5699999999999,4,15.666666666666666,45.0
12881,298.0,1,,276.0
12882,1463.04,2,24.0,10.0
12883,703.47,4,21.666666666666668,25.0
12884,309.05,1,,89.0
12885,1158.27,4,20.0,64.0
12886,1351.09,3,76.0,68.0
12888,313.77,4,13.666666666666666,215.0
12890,380.46999999999997,1,,25.0
12891,331.0,3,53.5,186.0
12893,188.14,1,,31.0
12895,347.3,3,22.0,43.0
12897,216.5,2,97.0,205.0
12901,16316.14,33,8.1875,9.0
12902,138.68,1,,265.0
12904,509.58,2,154.0,19.0
12906,2919.81,5,16.75,12.0
12908,360.0,3,68.0,177.0
12909,2128.83,8,30.571428571428573,40.0
12910,3075.04,8,31.142857142857142,24.0
12912,1662.3,5,9.5,3.0
12913,2483.63,5,91.0,5.0
12915,363.65,2,224.0,149.0
12916,2982.35,5,45.5,139.0
12917,594.0,1,,129.0
12919,1301.44,8,23.0,9.0
12920,164.23,1,,18.0
12921,16389.74,50,7.551020408163265,4.0
12922,405.38,1,,162.0
12923,175.72,1,,65.0
12924,922.0,5,59.75,89.0
12925,694.05,2,70.0,5.0
12928,2062.7000000000003,5,81.0,36.0
12929,102.9,1,,312.0
12930,409.90000000000003,4,31.0,79.0
12931,33544.81,19,18.666666666666668,22.0
12933,607.53,3,129.5,25.0
12935,2156.45,8,45.285714285714285,3.0
12936,1012.9,5,15.25,18.0
12937,1504.27,4,84.0,16.0
12938,114.14,1,,26.0
12939,11581.8,8,38.57142857142857,65.0
12940,877.54,4,13.666666666666666,47.0
12942,683.9,3,117.0,132.0
12944,604.51,2,319.0,36.0
12945,462.95,1,,289.0
12947,1407.29,9,28.75,144.0
12948,2053.7,8,35.42857142857143,17.0
12949,4143.02,9,27.75,31.0
12950,1843.0,3,11.0,3.0
12951,1050.57,7,53.666666666666664,9.0
12952,1382.8400000000001,5,18.25,6.0
12953,329.85,1,,10.0
12955,4734.26,14,20.46153846153846,2.0
12956,108.07,1,,307.0
12957,3979.04,12,30.454545454545453,5.0
12962,266.39,2,106.0,8.0
12963,1856.63,8,51.0,9.0
12965,771.91,1,,90.0
12966,160.18,1,,10.0
12967,1276.55,4,122.66666666666667,4.0
12968,135.95,1,,113.0
12970,452.24,4,105.0,8.0
12971,10933.76,86,4.341176470588235,4.0
12974,144.8,1,,198.0
12976,738.6,1,,212.0
12977,39.24,1,,157.0
12980,7092.06,12,18.454545454545453,156.0
12981,372.21999999999997,2,104.0,30.0
12982,377.2,2,3.0,240.0
12984,97.5,1,,19.0
12985,1215.6200000000001,2,28.0,1.0
12987,545.0,3,62.0,74.0
12988,535.32,1,,293.0
12989,6854.51,19,20.055555555555557,4.0
12990,409.5,3,139.5,32.0
12991,503.76,2,89.0,24.0
12993,414.76,4,91.66666666666667,24.0
12994,902.22,5,66.0,5.0
12995,200.72,2,8.0,78.0
12997,1197.94,7,49.166666666666664,23.0
12999,455.88,3,24.5,197.0
13000,534.85,3,129.0,107.0
13001,9797.92,15,23.0,5.0
13002,120.94999999999999,1,,319.0
13003,149.05,3,54.5,106.0
13004,5613.43,19,19.22222222222222,12.0
13005,468.95,3,36.5,174.0
13006,81.57,1,,57.0
13008,229.46999999999997,1,,324.0
13011,50.550000000000004,1,,373.0
13012,1316.72,8,40.714285714285715,10.0
13013,4786.99,15,26.428571428571427,2.0
13014,3365.43,16,18.6,3.0
13015,3346.28,5,49.0,54.0
13016,789.89,3,25.0,74.0
13017,204.0,1,,8.0
13018,7272.75,29,9.964285714285714,17.0
13021,2611.4300000000003,10,39.333333333333336,5.0
13023,599.9,2,65.0,65.0
13026,958.77,6,54.8,2.0
13027,6912.0,6,48.2,114.0
13028,659.68,3,11.5,23.0
13029,1247.5,3,161.5,31.0
13030,799.48,2,357.0,12.0
13032,996.52,3,24.5,39.0
13033,190.55,1,,358.0
13034,642.77,2,315.0,55.0
13035,886.63,3,101.5,58.0
13037,881.07,3,59.0,139.0
13038,908.46,3,105.0,81.0
13040,676.99,2,25.0,9.0
13043,471.57,2,20.0,254.0
13044,560.47,1,,292.0
13045,305.28000000000003,1,,100.0
13046,629.3100000000001,2,236.0,31.0
13047,3089.1,16,21.8,47.0
13048,1805.91,5,78.25,15.0
13049,656.6800000000001,2,254.0,65.0
13050,5680.86,28,13.222222222222221,10.0
13052,348.15000000000003,1,,213.0
13055,1201.96,4,49.666666666666664,65.0
13058,271.40000000000003,3,63.5,25.0
13059,183.4,1,,250.0
13060,307.53,1,,254.0
13061,248.61,1,,73.0
13062,346.98,1,,192.0
13064,1119.49,4,105.0,13.0
13065,205.86,1,,374.0
13066,430.90000000000003,2,8.0,25.0
13067,115.46000000000001,1,,83.0
13068,344.0,2,309.0,11.0
13069,3775.9,27,14.192307692307692,1.0
13070,228.8,1,,193.0
13072,177.15,1,,267.0
13075,919.61,1,,130.0
13077,729.27,4,121.66666666666667,2.0
13078,12435.23,42,8.902439024390244,2.0
13079,220.10000000000002,5,34.0,5.0
13080,58.08,1,,180.0
13081,28013.43,18,21.764705882352942,2.0
13082,3595.48,10,23.555555555555557,127.0
13083,303.75,2,71.0,5.0
13085,272.38,3,69.0,158.0
13089,57385.88,118,3.1367521367521367,3.0
13090,8674.39,17,22.75,9.0
13091,319.82,2,7.0,22.0
13092,459.83,5,72.25,71.0
13093,7778.2699999999995,13,8.833333333333334,268.0
13094,1708.8600000000001,16,23.133333333333333,22.0
13095,74.39999999999999,1,,71.0
13097,5908.27,14,25.23076923076923,33.0
13098,28739.66,40,8.102564102564102,2.0
13099,207.35999999999999,1,,100.0
13101,101.19,1,,235.0
13102,6342.19,27,14.0,2.0
13103,243.94,1,,40.0
13104,1098.48,6,70.2,4.0
13106,59.5,2,5.0,129.0
13107,1524.07,5,72.25,45.0
13108,350.06,1,,373.0
13109,766.84,5,38.75,3.0
13110,1452.8700000000001,8,40.0,32.0
13113,10755.14,38,9.891891891891891,1.0
13115,2225.18,10,19.555555555555557,9.0
13116,485.19,2,21.0,118.0
13117,984.91,8,50.142857142857146,22.0
13118,1125.0,6,53.8,20.0
13120,30.599999999999998,1,,239.0
13121,254.73,1,,270.0
13122,922.39,2,146.0,95.0
13124,3866.33,3,135.0,90.0
13126,2056.29,8,51.714285714285715,5.0
13127,259.17,1,,78.0
13130,64.0,1,,95.0
13131,1039.3,4,54.666666666666664,24.0
13132,77.3,1,,262.0
13133,109.8,2,31.0,274.0
13134,1740.63,7,28.0,73.0
13135,3096.0,1,,197.0
13136,2565.03,10,35.0,51.0
13137,3650.41,8,42.57142857142857,11.0
13138,962.39,6,70.0,23.0
13139,5055.79,8,34.714285714285715,17.0
13140,423.72,3,129.0,109.0
13141,2385.8,6,46.2,85.0
13142,307.09,1,,20.0
13144,110.95,1,,333.0
13145,614.77,5,83.25,40.0
13146,228.91,1,,27.0
13147,712.8000000000001,4,29.666666666666668,11.0
13148,3467.43,17,20.9375,30.0
13149,1676.06,4,91.66666666666667,15.0
13151,1250.3700000000001,2,92.0,204.0
13153,486.22,1,,6.0
13155,971.76,4,111.66666666666667,34.0
13157,1721.57,5,62.25,50.0
13158,1201.06,4,74.66666666666667,95.0
13159,1379.75,5,26.75,9.0
13160,91.8,1,,23.0
13161,112.75,1,,314.0
13162,1644.99,5,53.0,123.0
13165,1021.48,2,305.0,47.0
13166,414.7,2,1.0,283.0
13167,779.33,4,41.666666666666664,19.0
13168,1310.14,5,70.5,37.0
13169,712.88,2,189.0,64.0
13170,116.00999999999999,1,,27.0
13171,426.81,5,72.75,9.0
13173,353.65,2,363.0,5.0
13174,2813.03,3,176.5,17.0
13176,492.84,1,,47.0
13177,282.45,1,,65.0
13178,5725.47,11,33.4,27.0
13182,121.18,1,,46.0
13183,3957.78,9,40.875,8.0
13184,1647.79,11,27.6,15.0
13185,71.4,1,,268.0
13186,1539.69,5,22.25,40.0
13187,236.02,1,,338.0
13188,114.60000000000001,1,,12.0
13189,260.68,2,97.0,19.0
13192,911.94,2,110.0,96.0
13193,117.88,1,,62.0
13194,60.7,1,,136.0
13196,1797.78,4,83.66666666666667,12.0
13198,3386.04,7,58.5,11.0
13199,9788.960000000001,37,10.083333333333334,4.0
13200,870.09,4,35.666666666666664,20.0
13203,869.46,4,77.66666666666667,10.0
13207,250.26000000000002,2,135.0,16.0
13208,1199.42,5,62.5,60.0
13209,5843.76,10,36.77777777777778,31.0
13210,353.48,1,,94.0
13211,1197.42,3,175.5,11.0
13212,780.58,4,17.333333333333332,10.0
13213,1518.43,6,28.6,57.0
13216,333.74,1,,268.0
13217,133.62,5,8.5,123.0
13218,62.63999999999999,1,,128.0
13220,819.2900000000001,4,52.666666666666664,79.0
13221,844.86,2,119.0,241.0
13223,163.20000000000002,2,32.0,201.0
13224,2147.85,3,45.5,61.0
13225,6083.04,7,59.666666666666664,4.0
13226,108.21,1,,274.0
13227,257.7,1,,202.0
13228,358.0,1,,82.0
13229,160.95,1,,226.0
13230,2763.41,15,25.785714285714285,5.0
13232,1357.0,7,38.5,13.0
13233,605.12,2,262.0,75.0
13235,1031.07,1,,213.0
13236,727.27,3,41.0,25.0
13238,680.83,4,114.33333333333333,18.0
13239,329.56,1,,262.0
13240,648.7,4,89.66666666666667,97.0
13242,270.40000000000003,3,50.5,113.0
13243,600.07,1,,204.0
13244,121.74,1,,93.0
13245,430.5,1,,51.0
13246,1922.1,7,52.0,19.0
13247,501.12,4,21.666666666666668,18.0
13248,465.68,2,65.0,125.0
13249,711.41,3,84.5,93.0
13253,1030.4,2,183.0,157.0
13255,390.66,3,185.0,4.0
13258,698.58,3,97.0,12.0
13259,292.32,1,,62.0
13260,557.62,1,,62.0
13261,944.1,2,17.0,269.0
13262,200.29,1,,264.0
13263,7428.85,34,9.818181818181818,2.0
13265,2107.66,5,55.0,54.0
13266,3762.67,18,14.411764705882353,12.0
13267,4404.44,26,14.56,3.0
13268,3145.6,11,25.0,18.0
13269,5317.58,16,24.533333333333335,2.0
13270,590.0,1,,367.0
13271,178.26,1,,38.0
13272,276.56,2,58.0,32.0
13273,138.98,1,,114.0
13276,590.9300000000001,2,36.0,64.0
13277,258.4,4,39.333333333333336,16.0
13278,542.73,1,,41.0
13279,126.30000000000001,2,14.0,65.0
13280,814.86,3,107.5,123.0
13282,1089.09,5,50.5,19.0
13283,93.66,2,126.0,60.0
13284,196.15,1,,331.0
13285,2709.12,4,89.0,24.0
13291,361.11,1,,156.0
13292,578.9399999999999,2,246.0,39.0
13294,873.74,2,60.0,190.0
13295,201.20000000000002,1,,360.0
13296,87.4,1,,138.0
13297,2089.85,4,20.0,8.0
13298,360.0,1,,2.0
13299,142.5,1,,269.0
13300,365.29,2,5.0,165.0
13301,600.19,4,63.0,104.0
13302,63.75,1,,156.0
13304,300.42,1,,352.0
13305,2000.86,10,40.888888888888886,5.0
13307,15.0,1,,121.0
13308,1367.6100000000001,4,60.333333333333336,23.0
13309,1456.79,5,75.25,8.0
13310,1083.63,5,74.0,29.0
13311,598.57,2,146.0,5.0
13313,1555.32,5,79.25,23.0
13314,583.61,4,24.0,2.0
13316,5977.7300000000005,4,72.33333333333333,38.0
13317,2140.92,8,41.714285714285715,67.0
13318,640.76,3,18.0,2.0
13319,10677.460000000001,36,10.342857142857143,6.0
13320,1491.7,5,33.75,79.0
13321,567.36,2,14.0,73.0
13322,199.48000000000002,1,,18.0
13323,787.85,5,20.25,4.0
13324,7072.8,12,29.818181818181817,33.0
13325,675.3,1,,82.0
13327,3617.57,8,46.714285714285715,39.0
13328,1308.48,1,,317.0
13329,740.4,4,111.66666666666667,32.0
13330,1140.93,3,111.5,93.0
13332,350.9,1,,15.0
13334,3536.82,3,111.5,83.0
13336,795.12,1,,78.0
13338,381.82,2,3.0,155.0
13339,860.12,1,,201.0
13340,10736.48,7,38.5,46.0
13341,775.85,1,,261.0
13343,253.93,1,,178.0
13344,2543.72,3,105.0,68.0
13345,327.6,2,11.0,277.0
13347,291.36,1,,71.0
13348,233.76,1,,65.0
13349,197.32,1,,11.0
13350,810.72,3,31.5,17.0
13351,323.94,1,,67.0
13352,339.28,2,53.0,8.0
13354,743.53,1,,72.0
13355,674.7,1,,123.0
13356,768.24,1,,81.0
13357,609.95,1,,258.0
13358,389.03000000000003,1,,269.0
13359,381.26,2,4.0,60.0
13362,3085.4900000000002,5,71.0,4.0
13363,892.5,2,26.0,18.0
13365,2191.22,3,104.5,9.0
13366,56.160000000000004,1,,51.0
13368,573.4,2,81.0,257.0
13369,213.75,2,11.0,355.0
13370,721.32,2,5.0,367.0
13372,328.64,1,,90.0
13373,3312.25,3,108.0,61.0
13375,772.9,2,7.0,82.0
13376,869.76,3,67.5,100.0
13379,572.56,3,55.0,27.0
13381,3626.81,7,46.166666666666664,22.0
13382,222.99,1,,281.0
13384,4122.28,9,18.5,31.0
13385,534.57,1,,330.0
13388,627.15,2,0.0,132.0
13389,797.96,3,110.5,12.0
13390,544.08,1,,75.0
13391,59.8,1,,204.0
13394,2331.5,9,38.5,2.0
13395,307.71999999999997,1,,186.0
13396,1325.29,3,149.0,22.0
13397,1539.18,6,53.4,73.0
13398,457.34,1,,193.0
13402,621.23,2,245.0,128.0
13403,75.0,1,,18.0
13404,252.48999999999998,2,211.0,2.0
13405,557.45,2,113.0,205.0
13408,27888.38,74,5.095890410958904,2.0
